case_id,turn_number,speaker,content,is_issue,scenario,model,issue_type
DouBao_case_1,28,客户,我试了一下，但是取消不了，这是怎么回事呢？,True,产品咨询和购买,DouBao,订单问题
DouBao_case_1,29,客服,麻烦您稍等一下，我这边帮您看看具体是什么原因呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,30,客服,您好，我这边查询到您的订单已经进入了发货流程，所以无法直接在平台上取消了哦。如果您确实需要取消订单，您可以先拒收货物，然后我们会为您办理退款手续的呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,31,客户,好吧，那我还是等收到货再说吧。,False,产品咨询和购买,DouBao,
DouBao_case_1,32,客服,好的呢，非常感谢您的理解与配合哦。如果您在后续的购物过程中还有其他问题，随时都可以联系我们的客服呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,33,客户,好的，谢谢。,False,产品咨询和购买,DouBao,
DouBao_case_1,34,客服,您客气啦，祝您生活愉快哦！,False,产品咨询和购买,DouBao,
DouBao_case_2,1,客户,你好，我想查询一下我的订单状态。,False,订单状态查询,DouBao,咨询
DouBao_case_2,2,客服,您好，麻烦您提供一下订单号呢。,False,订单状态查询,DouBao,咨询
DouBao_case_2,3,客户,我的订单号是123456789。,False,订单状态查询,DouBao,咨询
DouBao_case_2,4,客服,好的，您稍等一下，我帮您查询。,False,订单状态查询,DouBao,咨询
DouBao_case_2,5,客户,好的，谢谢。,False,订单状态查询,DouBao,咨询
DouBao_case_2,6,客服,您好，您的订单目前显示已发货，正在运输途中。,False,订单状态查询,DouBao,咨询
DouBao_case_2,7,客户,哦，那大概什么时候能到呢？,False,订单状态查询,DouBao,咨询
DouBao_case_2,8,客服,这个具体的到达时间我这边也不太清楚呢，不过一般情况下，发货后3-5天就能到达。,False,订单状态查询,DouBao,咨询
DouBao_case_2,9,客户,好吧，那如果我一直没有收到货怎么办？,True,订单状态查询,DouBao,售后
DouBao_case_2,10,客服,如果超过了预计的到达时间您还没有收到货，您可以联系我们的客服，我们会帮您核实处理的。,False,订单状态查询,DouBao,售后
DouBao_case_2,11,客户,好的，我知道了。对了，我想问一下，我买的这个产品有质量问题怎么办？,True,订单状态查询,DouBao,售后
DouBao_case_2,12,客服,如果您收到的产品有质量问题，您可以在收到货后的7天内联系我们的客服，我们会为您提供退换货服务的。,False,订单状态查询,DouBao,售后
DouBao_case_2,13,客户,哦，那需要提供什么证明吗？,False,订单状态查询,DouBao,售后
DouBao_case_2,14,客服,需要您提供产品的照片以及详细的质量问题描述哦。,False,订单状态查询,DouBao,售后
DouBao_case_2,15,客户,好的，我明白了。那如果我要退货，运费由谁承担呢？,False,订单状态查询,DouBao,售后
DouBao_case_2,16,客服,如果是因为产品质量问题导致的退货，运费由我们商家承担。如果是您个人原因导致的退货，运费需要您自己承担哦。,False,订单状态查询,DouBao,售后
DouBao_case_2,17,客户,好吧，那我知道了。对了，我还有一个问题，我在下单的时候不小心填错了收货地址怎么办？,True,订单状态查询,DouBao,订单问题
DouBao_case_2,18,客服,如果您的订单还没有发货，您可以在订单详情页面点击修改收货地址进行修改。如果您的订单已经发货了，您可以联系我们的客服，我们会帮您联系快递公司修改收货地址的。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,19,客户,哦，那如果快递公司不给修改怎么办？,True,订单状态查询,DouBao,订单问题
DouBao_case_2,20,客服,如果快递公司不给修改，您可以提供相关的证据给我们，我们会帮您跟快递公司沟通处理的。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,21,客户,好的，我知道了。那我现在想取消订单可以吗？,True,订单状态查询,DouBao,订单问题
DouBao_case_2,22,客服,如果您的订单还没有发货，您是可以取消订单的。您可以在订单详情页面点击取消订单进行操作。如果您的订单已经发货了，就无法取消订单了哦。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,23,客户,哦，我的订单好像还没有发货，那我取消订单后，钱什么时候能退回来呢？,False,订单状态查询,DouBao,订单问题
DouBao_case_2,24,客服,一般情况下，取消订单后，钱会在1-3个工作日内退回到您的支付账户。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,25,客户,好的，我知道了。那我现在就去取消订单。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,26,客服,好的，您操作完成后可以再跟我说一下哦。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,27,客户,好的，我已经取消订单了。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,28,客服,好的，这边显示您的订单已经成功取消了，您可以留意一下退款到账情况哦。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,29,客户,好的，谢谢。,False,订单状态查询,DouBao,订单问题
DouBao_case_2,30,客服,不客气呢，请问您还有其他问题吗？,False,订单状态查询,DouBao,咨询
DouBao_case_2,31,客户,没有了，谢谢。,False,订单状态查询,DouBao,咨询
DouBao_case_2,32,客服,好的，如果您后续还有其他问题，欢迎随时联系我们哦。感谢您的支持与信任，祝您生活愉快！,False,订单状态查询,DouBao,咨询
DouBao_case_3,1,客服,您好，欢迎来到我们的电商平台客服中心，请问有什么我可以帮助您的吗？,False,退换货处理,DouBao,
DouBao_case_3,2,客户,我之前买的东西不太合适，想退换货。,True,退换货处理,DouBao,售后
DouBao_case_3,3,客服,好的，麻烦您提供一下订单号，我帮您查询一下相关信息。,False,退换货处理,DouBao,
DouBao_case_3,4,客户,订单号是123456789。,False,退换货处理,DouBao,
DouBao_case_3,5,客服,好的，我已经查到您的订单了。请问您是因为什么原因要退换货呢？,False,退换货处理,DouBao,
DouBao_case_3,6,客户,尺码不合适，我想换一个大一点的。,True,退换货处理,DouBao,售后
DouBao_case_3,7,客服,了解了，麻烦您告诉我一下您需要更换的尺码。,False,退换货处理,DouBao,
DouBao_case_3,8,客户,我要换成L码的。,False,退换货处理,DouBao,
DouBao_case_3,9,客服,好的，我已经为您登记了换货申请。请问您是否已经将商品寄回了呢？,False,退换货处理,DouBao,
DouBao_case_3,10,客户,还没有，我应该寄到哪里呢？,False,退换货处理,DouBao,
DouBao_case_3,11,客服,请您将商品寄到以下地址：[具体退货地址]，收件人：[收件人姓名]，联系电话：[联系电话]。在寄回商品时，请您务必在包裹内附上一张纸条，注明您的订单号、姓名和联系方式，以及换货原因和换货尺码。,False,退换货处理,DouBao,
DouBao_case_3,12,客户,好的，我知道了。那我寄回去之后多久能收到新的商品呢？,False,退换货处理,DouBao,
DouBao_case_3,13,客服,一般情况下，我们在收到您寄回的商品后，会在3-5个工作日内为您处理换货事宜，并安排新的商品寄出。您可以通过订单物流信息查询新商品的配送进度。,False,退换货处理,DouBao,
DouBao_case_3,14,客户,好的，谢谢。对了，我还想问一下，这个商品现在还有货吗？,False,退换货处理,DouBao,咨询
DouBao_case_3,15,客服,请稍等，我帮您查询一下库存情况。,False,退换货处理,DouBao,
DouBao_case_3,16,客户,好的。,False,退换货处理,DouBao,
DouBao_case_3,17,客服,您好，我查询到您需要的L码商品目前还有货。,False,退换货处理,DouBao,
DouBao_case_3,18,客户,那就好。我再问一下，如果我不想换货了，想退货可以吗？,True,退换货处理,DouBao,售后
DouBao_case_3,19,客服,当然可以，请问您是因为什么原因要退货呢？,False,退换货处理,DouBao,
DouBao_case_3,20,客户,我觉得这个颜色不太好看。,True,退换货处理,DouBao,售后
DouBao_case_3,21,客服,了解了。如果您要退货，同样需要将商品寄回我们的仓库，寄回地址和注意事项与换货时相同。在我们收到您寄回的商品后，会在3-5个工作日内为您处理退款事宜，退款将原路返回您的支付账户。,False,退换货处理,DouBao,
DouBao_case_3,22,客户,好的，谢谢。那我再考虑一下吧。,False,退换货处理,DouBao,
DouBao_case_3,23,客服,好的，您有任何问题都可以随时联系我们。请问您还有其他问题需要咨询吗？,False,退换货处理,DouBao,
DouBao_case_3,24,客户,没有了，谢谢。,False,退换货处理,DouBao,
DouBao_case_3,25,客服,不客气，感谢您的来电，祝您生活愉快！,False,退换货处理,DouBao,
DouBao_case_3,26,客户,好的，再见。,False,退换货处理,DouBao,
DouBao_case_3,27,客服,再见。,False,退换货处理,DouBao,
